title,date,author_for_reference,pdf_url
Subsea cable stability on rocky seabeds - Comparison of field observations against conventional and novel design methods,2018,Scott Draper,https://eprints.soton.ac.uk/422785/1/13_Griffiths_et_al_2018_OMAE2018_77130_002_.pdf
Image-based inertial impact tests on an aluminum alloy,2016-09-08,S. Dreuilhe,https://eprints.soton.ac.uk/410505/1/Chapter_29.pdf
Femtosecond laser printed microoptics in hydrogenated amorphous silicon,2015,Rokas Drevinskas,https://eprints.soton.ac.uk/384263/1/7222.pdf
Femtosecond laser nanostructuring for high-topological charge vortex tweezers with continuously tunable orbital angular momentum,2015,Rokas Drevinskas,https://eprints.soton.ac.uk/384262/1/7221.pdf
Geometric phase circular gratings fabricated by ultrafast laser nanostructuring for symmetric simultaneous spatio-temporal focusing,2017-03-23,Rokas Drevinskas,https://eprints.soton.ac.uk/409785/1/Geometric_Phase_Circular_Gratings_Fabricated_by_Ultrafast_Laser.pdf
OFDM aided space-time shift keying for dispersive downlink channels,2012-09-03,Marco Driusso,https://eprints.soton.ac.uk/342659/1/PID1140704.PDF
Adaptive pricing mechanisms for on-demand mobility,2017-05,Maciej Drwal,https://eprints.soton.ac.uk/405176/1/paper.pdf
Adaptive pricing mechanisms for on-demand mobility,2017-05,Maciej Drwal,https://eprints.soton.ac.uk/405176/2/paper.pdf
Single-shot wavelength meter on a photonic chip for absolute distance measurement using frequency scanning interferometry,2022-05-20,Han Du,https://eprints.soton.ac.uk/468763/1/SPIE_Manuscript.docx
Transfer learning across human activities using a cascade neural network architecture,2019-09-09,Xin Du,https://eprints.soton.ac.uk/434822/1/ISWC_2019.pdf
Optical modulation in a Si microring resonator inspired by biological classical conditioning,2021-09-29,Yuxin Du,https://eprints.soton.ac.uk/451611/1/PSC_abstract_XF.pdf
An ageing-aware Digital Synthesis Approach,2017-06-12,Shengyu Duan,https://eprints.soton.ac.uk/412726/1/bare_conf_compsoc_2.pdf
Computational fluid dynamics simulation of a rim driven thruster,2011-11-04,Aleksander J. Dubas,https://eprints.soton.ac.uk/348159/1/OSCIC11_Dubas.pdf
Automatic feedback generation in virtual patients using semantic web technologies,2011-07,Jean-Remy Duboc,https://eprints.soton.ac.uk/272588/1/automated_feedback_generation_in_virtual_patients_jrd_ecssouthampton_v2.pdf
Nanoimaging of topologically protected waveguide mode at telecommunication frequency,2019-01-03,A.M. Dubrovkin,https://eprints.soton.ac.uk/427337/1/NANOMETA_2019_Dubrovkin_.pdf
Dielectric-loaded phonon polaritons,2017-02-22,Alexander Dubrovkin,https://eprints.soton.ac.uk/412346/1/Dielectric_Loaded_Phonon_Polaritons_IPS_Meeting_Singapore_22_24_Feb.pdf
Optimizing payments in dominant-strategy mechanisms for multi-parameter domains,2012,Lachlan Dufton,https://eprints.soton.ac.uk/337239/1/mainpreprint.pdf
SpinLink: An interconnection system for the SpiNNaker biologically inspired multi-computer,2012-08-30,Kier J. Dugan,https://eprints.soton.ac.uk/344374/1/UKEF-20120524.pdf
Modelling and measurements of critical train speed effects and associated track movements,2014-12-08,A. Duley,https://eprints.soton.ac.uk/381370/1/Birmingham%2520HSR%25202014%2520Duley%2520et%2520al%2520modeling%2520and%2520measuring%2520crit%2520vel%2520effects.pdf
Assessing the risk of critical velocity effects at railway sites using site investigation and advanced laboratory testing,2021-09-17,Alice Duley,https://eprints.soton.ac.uk/451818/1/4th_ICTG_401_original_v3.pdf
Estimation of fracture parameters in foam core materials using thermal techniques,2010-06,J.M. Dulieu-Barton,https://eprints.soton.ac.uk/175037/1/ICSS9_submitted.pdf
Derivation of temperature dependent material properties of polymer foam core materials using optical extensometry,2010-08,J.M. Dulieu-Barton,https://eprints.soton.ac.uk/175039/1/ICEM2_final.pdf
Effect of core crush on honeycomb sandwich panels,2010-06,J.M. Dulieu-Barton,https://eprints.soton.ac.uk/159417/1/paper_icss9_word_3.pdf
Thermomechanical interaction effects in composite sandwich structures – initial experimental analysis and derivation of mechanical properties,2010-09,J.M. Dulieu-Barton,https://eprints.soton.ac.uk/175049/1/Extended_abstract_Janice_Dulieu-Barton_ONR_review_27-29_Sept_2010.doc
Long term condition monitoring of tapestries using image correlation,2010-06,J.M. Dulieu-Barton,https://eprints.soton.ac.uk/175043/1/241_Dul.pdf
"Thermomechanical interaction effects in composite 
sandwich structures – initial experimental analysis and derivation of mechanical properties",2010-11,J.M. Dulieu-Barton,https://eprints.soton.ac.uk/175053/1/Dulieu_Barton1_2010_ACCM_submitted.pdf
Modeling of the hypervelocity impact performance of a corrugated shield with an integrated honeycomb geometry,2022-09-18,Adrian Dumitrescu,https://eprints.soton.ac.uk/470355/1/Adrian_Dumitrescu_MODELLING_OF_THE_HYPERVELOCITY_IMPACT_PERFORMANCE_OF_A_CORRUGATED_SHIELD_WITH_AN_INTEGRATED_HONEYCOMB_GEOMET.pdf
Structural assessment and material validation of 3D printed corrugated spacecraft debris shields,2021-03-23,Adrian Dumitrescu,https://eprints.soton.ac.uk/449242/1/Structural_assessment_and_material_validation_of_3D_printed_corrugated_spacecraft_debris_shields_Adrian_Dumitrescu.pdf
The structural assessment of sandwich panels with 3D printed cores for spacecraft applications,2021-03-23,Adrian Dumitrescu,https://eprints.soton.ac.uk/451883/1/Adrian_Dumitrescu_The_structural_assessment_of_sandwich_panels_with_3D_printed_cores_for_spacecraft_applications.pdf
Enterprise security: why do we make it so difficult?,2016-10-28,Bob Duncan,https://eprints.soton.ac.uk/401927/1/SoftSec.pdf
LivingKnowledge: a platform and testbed for fact and opinion extraction from multimodal data,2012-01-16,David Dupplaw,https://eprints.soton.ac.uk/350579/1/icmr.pdf
Practice hunting: Time Use Surveys for a quantification of practices distributions and evolutions,2014-09-03,M. Durand-Daubin,https://eprints.soton.ac.uk/377274/1/behave-practices-hunting5
Investigating call record data using sequence analysis,2018-09-19,Gabriele Durrant,https://eprints.soton.ac.uk/421911/1/Sequence_analysis_IJSRM.pdf
Investigating call record data using sequence analysis,2018-09-19,Gabriele Durrant,https://eprints.soton.ac.uk/421911/2/paper_Sequence_analysis_IJSRM_manuscript_revisions_9.pdf
Challenges of identifying second language English speakers in MOOCs,2017,Ismail Duru,https://eprints.soton.ac.uk/412184/1/Emooc2017YtuSoton_FINAL.pdf
Occupational segregation and earnings differentials between women and men: evidence from the UK labour force survey,2012-12-10,Peter Dutey-Magni,https://eprints.soton.ac.uk/397254/1/duteymagni.pdf
Effects of propellant temperature on fragmentation in the plume of a porous electrospray thruster,2022-06-19,Szymon Dworski,https://eprints.soton.ac.uk/474437/1/IEPC_2022_209_Dworski_Effects_of_Propellant_Temperature_on_Fragmentation_in_the_Plume_of_a_Porous_Electrospray_Thruster.pdf
Effects of propellant temperature on fragmentation in the plume of a porous electrospray thruster,2022-06-19,Szymon Dworski,https://eprints.soton.ac.uk/474437/2/indexcodes.txt
The operation of a low-power cylindrical Hall thruster with zinc as the propellant,2019-09-15,Szymon Dworski,https://eprints.soton.ac.uk/448513/1/c5.pdf
The Daisystat: A model to explore multidimensional homeostasis,2010,J. G. Dyke,https://eprints.soton.ac.uk/272879/1/dyke_2010b.pdf
Survey of potential energy harvesting solutions for use in the built environment,2011-10-24,Piotr Dymarski,https://eprints.soton.ac.uk/345834/1/Survey-of-Potential-Energy-Harvesting-Solutions-for-use-in-the-Built-Environment.pdf
Adapting branched networks to realise progressive intelligence,2022-11-22,Jack Dymond,https://eprints.soton.ac.uk/471457/1/0990.pdf
Transient dynamics of impacting beams with lost connection,2017,Larysa Dzyubak,https://eprints.soton.ac.uk/416975/1/Dzyubak_Bhaskar_DSTA_2017_Abstracts.pdf
Transient dynamics of impacting beams with lost connection,2017,Larysa Dzyubak,https://eprints.soton.ac.uk/416974/1/Dzyubak_Bhaskar_DSTA_2017_Proceedings.pdf
"Iconografía, lugares y relaciones sociales: reflexiones en torno a las estelas y estatuas-menhir atribuidas a la Edad del Bronce en la Península Ibérica",2011,Marta Díaz-Guardamino,https://eprints.soton.ac.uk/346200/1/Diaz-Guardamino%25202011%2520Iconografia%2520Lugares%2520Relaciones%2520sociales.pdf
Reflectance transformation imaging systems for ancient documentary artefacts,2011-07,G. Earl,https://eprints.soton.ac.uk/204531/1/ewic_ev11_s8paper3.pdf
Reflectance transformation imaging systems for ancient documentary artefacts,2011-07,G. Earl,https://eprints.soton.ac.uk/204531/2/Earl_et_al_EVA2011.pdf
Quick and dirty: streamlined 3D scanning in archaeology,2014-02-15,Graeme Earl,https://eprints.soton.ac.uk/413153/1/p1366_knibbe.pdf
Model agnostic interpretability for multiple instance learning,2022-01-27,Joseph Early,https://eprints.soton.ac.uk/454952/1/2201.11701v2.pdf
Femtosecond laser-induced forward transfer of thin layers studied by time-resolved shadowgraphy,2013-09,R.W. Eason,https://eprints.soton.ac.uk/368797/1/6108.pdf
Pulsed laser deposited crystalline optical waveguides for thin-film lasing devices,2016,R.W. Eason,https://eprints.soton.ac.uk/381840/1/RWE_381840.docx
Pulsed laser deposited crystalline optical waveguides for thin-film lasing devices,2016,R.W. Eason,https://eprints.soton.ac.uk/381840/2/7160.pdf
Digital micromirror devices for laser-based manufacturing,2014-09,R.W. Eason,https://eprints.soton.ac.uk/370144/1/6481.pdf
Nanofabrication technologies: high-throughput for tomorrow's metadevices,2014,R.W. Eason,https://eprints.soton.ac.uk/368749/1/6343.pdf
Laser-induced backward transfer of intact nano-structured polymer deposits,2016,R.W. Eason,https://eprints.soton.ac.uk/381839/1/RWE_381839.docx
Data-based decision making in the Netherlands and the UK: a comparison,2012-01,J. Ebbeler,https://eprints.soton.ac.uk/336527/1/1792868_UK_NL_ICSEI_2012.pdf
Network analysis on provenance graphs from a crowdsourcing application,2012-06,Mark Ebden,https://eprints.soton.ac.uk/340068/1/ipaw2012EbdenHuynh.pdf
Individual listening zone with frequency-dependent trim of measured impulse responses,2020-08-09,Michele Ebri,https://eprints.soton.ac.uk/449385/1/AES_149_Ebri_et_al_Individual_Listening_Zone_with_Frequency_Dependent_Trim.pdf
Power scaling concept for solid-state lasers based on a rotating cavity configuration,2013,M. Eckold,https://eprints.soton.ac.uk/363215/1/5924.pdf
Using Key Performance Indicators for multi-criteria traffic management strategic decisions,2013-06,N. Eden,https://eprints.soton.ac.uk/402657/1/index.html
Using Key Performance Indicators for traffic management and Intelligent Transport Systems as a prediction tool,2012-10,N. Eden,https://eprints.soton.ac.uk/402683/1/4-24.pdf
"Open, Contingent, Adaptive and Reactive Resilience: Using ABM and other tools to facilitate our collective survival in an uncertain world",2021-09-20,Bruce Edmonds,https://eprints.soton.ac.uk/451209/1/socsim_2021_occar.pdf
Code Generation – Tool Developments,2014,A. Edmunds,https://eprints.soton.ac.uk/370683/1/RUDW2014.pdf
Templates for Event-B Code Generation,2014,Andrew Edmunds,https://eprints.soton.ac.uk/364265/1/Templates4CG.pdf
Developments in Code Generation Tools for Event-B,2013,Andrew Edmunds,https://eprints.soton.ac.uk/353632/1/rudw2013.pdf
Tasking Event-B: An Extension to Event-B for Generating Concurrent Code,2011-02-09,Andrew Edmunds,https://eprints.soton.ac.uk/272006/1/PLACES2011.pdf
Event-B code generation: type extension with theories,2012-06,Andrew Edmunds,https://eprints.soton.ac.uk/336226/1/ABZ2012_short_v20120202.pdf
Building on the DEPLOY legacy: code generation and simulation,2012,Andrew Edmunds,https://eprints.soton.ac.uk/342170/1/DS_EventB_2012.pdf
Using the Event-B formal method for disciplined agile delivery of safety-critical systems,2016-02,Andrew Edmunds,https://eprints.soton.ac.uk/397196/1/inpEdOlWa16a.full.pdf
Formal modelling for Ada implementations: tasking Event-B,2012-06,Andrew Edmunds,https://eprints.soton.ac.uk/335400/1/AdaEurope2012.pdf
On component-based reuse for Event-B,2016-05-11,Andrew Edmunds,https://eprints.soton.ac.uk/397203/1/componentComposition.pdf
Pre-service teachers’ use of textbooks in classrooms in England,2014-07-29,Julie-Ann Edwards,https://eprints.soton.ac.uk/372397/1/EdwardsHydeJones_ICMT2014.pdf
Growing up girl and being boy: building and challenging gendered social realities over time through sibling relationships,2012-02-03,Rosalind Edwards,https://eprints.soton.ac.uk/343294/1/LSBU_siblings_and_gender.ppt
In-depth qualitative data analysis: tracing interviewees' sense of self through I-poems,2012-07-04,Rosalind Edwards,https://eprints.soton.ac.uk/343295/1/RMF.ppt
The importance of subject knowledge for mathematics teaching: An analysis of feedback from Subject Knowledge Enhancement Courses,2015-11-07,Ruth Edwards,https://eprints.soton.ac.uk/387221/1/BSRLM-IP-35-3-07.pdf
"An open-source, stochastic, six-degrees-of-freedom rocket flight simulator, with a probabilistic trajectory analysis approach",2017-01-09,Willem Eerland,https://eprints.soton.ac.uk/404214/1/paper.pdf
A Gaussian process based decision support tool for air-traffic management,2017,Willem Eerland,https://eprints.soton.ac.uk/408419/1/paper.pdf
A Gaussian process based decision support tool for air-traffic management,2017,Willem Eerland,https://eprints.soton.ac.uk/408419/2/paper.pdf
Business intelligence architecture informed by organisational semiotics,2018-08-01,John Effah,https://eprints.soton.ac.uk/437904/1/SENYO_cright_Business_Intelligence_Architecture_informed_by_Organisational_Semiotics.pdf
Local depth edge detection in humans and deep neural networks,2018-01-23,Krista Ehinger,https://eprints.soton.ac.uk/413753/1/EhingerAdamsGrafElder2017.pdf
Towards an open authoring tool for accessible slide presentations,2018-07-11,Mirette Eilas,https://eprints.soton.ac.uk/420255/1/open_authoring_tool_1_.pdf
Detecting damaged reinforcement bars in concrete structures using guided waves,2017,Evelyne El Masri,https://eprints.soton.ac.uk/412926/1/1_s2.0_S1877705817335592_main_1_.pdf
Detecting damaged reinforcement bars in concrete structures using guided waves,2017,Evelyne El Masri,https://eprints.soton.ac.uk/412926/2/EURODYN6.pdf
"Wave propagation in reinforced and prestressed concrete
structures with damage",2016-09-19,Evelyne El Masri,https://eprints.soton.ac.uk/400839/1/Evelyne%2520El%2520Masri%2520146-ISMA2016.pdf
Hybrid simulation challenges and opportunities: a life-cycle approach,2019-02-04,Tillal Eldabi,https://eprints.soton.ac.uk/429540/1/126.pdf
The Pied-Noir community and the complexity of ‘coming home’ to Algeria,2013-10,Claire Eldridge,https://eprints.soton.ac.uk/191081/1/191081%2520Eldridge%252028.pdf
"EaRL: an open-source software for earthquake risk, loss and lifecycle assessment",2021-06-21,Ahmed Elkady,https://eprints.soton.ac.uk/473279/1/ICOSSAR2021_Full_paper_Elkady.pdf
"EaRL: an open-source software for earthquake risk, loss and lifecycle assessment",2021-06-21,Ahmed Elkady,https://eprints.soton.ac.uk/473279/2/indexcodes.txt
Data driven evaluation of existing numerical modelling guidelines for semi-rigid connections,2022-05-08,Ahmed Elkady,https://eprints.soton.ac.uk/457389/1/STESSA_2022_paper_Elkady.pdf
The audibility of comb-filtering due to perforated cinema screens,2015-03-08,David Elliott,https://eprints.soton.ac.uk/410641/1/AES57_DE_KH_PN_Comb_filtering.pdf
The audibility of comb-filtering due to perforated cinema screens,2014-10-15,David Elliott,https://eprints.soton.ac.uk/410639/1/DE_KH_PN_2014.pdf
The influence of the spatial primary field properties on active control performance,2014-07-15,S.J. Elliott,https://eprints.soton.ac.uk/367761/1/The%2520influence%2520of%2520the%2520spatial%2520primary%2520field%2520properties%2520on%2520active%2520control%2520performance.pdf
Controlling incident sound fields with source arrays in free space and through apertures,2017-07-23,Stephen Elliott,https://eprints.soton.ac.uk/417553/1/FINAL_SJE_ICSV24_paper_30.3.17_formatted.pdf
Crosstalk cancellation and equalisation for headrest sound reproduction,2016-07,Stephen Elliott,https://eprints.soton.ac.uk/398551/1/18304.pdf
"Causality and robustness in the remote sensing of acoustic pressure, with application to local active sound control",2019-05,Stephen Elliott,https://eprints.soton.ac.uk/431213/1/ICASSP_2019_Elliott_Jung_Cheer.pdf
A modal approach to acoustic scattering and its active control,2021-07-11,Stephen Elliott,https://eprints.soton.ac.uk/452908/1/ICSV27_Stephen_Elliott_2021_A_modal_approach_to_Bobrovnitskii_scattering_control_1.pdf
Head tracking for local active noise control,2015-12-06,Stephen Elliott,https://eprints.soton.ac.uk/388063/1/O11000135.pdf
MODELLING NONLINEAR INTERACTIONS BETWEEN SPONTANEOUS OTOACOUSTIC EMISSIONS AND EXTERNAL STIMULI,2016-07-10,Stephen Elliott,https://eprints.soton.ac.uk/410821/1/icsv23.pdf
The spatial properties and local active control of road noise,2015-05,Stephen J. Elliott,https://eprints.soton.ac.uk/378603/1/000259.pdf
Near field fluid coupling between internal motion of the organ of Corti and the basilar membrane,2015,Stephen J. Elliott,https://eprints.soton.ac.uk/387358/1/1.4939353.pdf_expires%253D1455291684%2526id%253Did%2526accname%253D2103930%2526checksum%253DF27D064F3F006D9075B943B0EBB1A5AF
Run-time Compilation of Bytecode in Sensor Networks,2010-07,Joshua Ellul,https://eprints.soton.ac.uk/271408/1/PID1257637.pdf
T-REx: A large scale alignment of natural language with knowledge base triples,2019,Hady Elsahar,https://eprints.soton.ac.uk/417557/1/632.pdf
Strategic voting with incomplete information,2016-07,Ulle Endriss,https://eprints.soton.ac.uk/391559/1/EndrissEtAlIJCAI2016.pdf
On the Path-Width of Integer Linear Programming,2014-08-26,Constantin Enea,https://eprints.soton.ac.uk/351912/1/ILP-GANDALF14.pdf
Relay selection methods for maximizing the lifetime of wireless sensor networks,2013-04-07,Fabio Engel,https://eprints.soton.ac.uk/351299/1/p2357-abrao.pdf
Predicting application performance for multi-vendor clouds using dwarf benchmarks,2012-11,Vegard Engen,https://eprints.soton.ac.uk/349299/1/Predicting%2520Application%2520Performance%2520WISE2012%2520preprint.pdf
A Semantic Risk Management Framework for Digital Audio-Visual Media Preservation,2015-06,Vegard Engen,https://eprints.soton.ac.uk/380876/1/380876.pdf
Investigating vibration dynamics of cross-coupled MEMS resonators for reduced motional resistance,2013,Andreja Erbes,https://eprints.soton.ac.uk/398790/1/%255B51%255D%2520Transducers%25202013%2520Andrej.pdf
Design and development of a pole climbing surveillance robot,2011,Mehmet Ali Erbil,https://eprints.soton.ac.uk/342837/1/NZRPD2011_-_Erbil_et_al.pdf
Towards active cable reburial monitoring using distributed fiber-optic sensing over 40km of a high voltage marine interconnector,2019-06-23,Matthias Erdmann,https://eprints.soton.ac.uk/430612/1/2019_04_17_Jicable_paper_final_AP_Burial.pdf
Towards high velocity deformation characterisation of metals and composites using Digital Image Correlation,2010-08,R. Eriksen,https://eprints.soton.ac.uk/175041/1/Toward_high_velocity_deformation_characterization_Final-vers.pdf
"Can user-paced, menu-free spoken language interfaces improve dual task handling while driving?",2014-06-22,Alexander Eriksson,https://eprints.soton.ac.uk/368564/1/ErikssonEtAl_1788_UserPacedMenuFreeLanguageInterface.pdf
The intraday dynamics of Bitcoin,2017,Andrea Eross,https://eprints.soton.ac.uk/412048/1/2.RR.Manuscript.docx
Efficient influence maximization under network uncertainty,2019-09-23,Soheil Eshghi,https://eprints.soton.ac.uk/430485/1/Efficient_Influence_Maximization_Under_Network_Uncertainty_final_version_SE.pdf
Advanced signal processing techniques for wind turbine gearbox bearing failure detection,2017-04-28,Kamran Esmaeili,https://eprints.soton.ac.uk/411707/1/224_Esmaeili.pdf
Thick film sensors for soil measurements,2017-09-10,Gerardo Espindola Garcia,https://eprints.soton.ac.uk/416026/1/TFSSM_GEG_Final.pdf
Phase sensitive amplification in a highly nonlinear lead-silicate fibre,2011-09,M.A. Ettabib,https://eprints.soton.ac.uk/340948/1/5216.pdf
Multisource PD identification based on phase synchronous and asynchronous data,2011-10-16,D Evagorou,https://eprints.soton.ac.uk/272947/1/CEIDP2011_paper_no_69.pdf
Setup and preliminary results of a Pilot On-line cable PD monitoring system on an 11 kV Switchboard using capacitive couplers,2010-11-08,D Evagorou,https://eprints.soton.ac.uk/271972/1/MedPower2010_no_131_final.pdf
Preliminary investigation on the feasibility of radiometric techniques to detect faults in buried cable joints,2014-06-08,D. Evagorou,https://eprints.soton.ac.uk/366614/1/009.pdf
Performance of the support vector machine partial discharge classification method to noise contamination using phase synchronous measurements,2010-10-17,D. Evagorou,https://eprints.soton.ac.uk/271645/1/CEIDP2010-000131.pdf
Individual and province inequalities in health among older people in China: evidence and policy implications,2013-12-05,Maria Evandrou,https://eprints.soton.ac.uk/368227/1/Evandrou%2520et%2520al_WUN.pdf
"Changing living arrangements, family dynamics and stress during lockdown: evidence from four birth cohorts in the UK",2021-07-07,Maria Evandrou,https://eprints.soton.ac.uk/450528/1/family_dynamics_during_covid_19_final_2020_09_08T19_46_43.877Z.pdf
Children’s migration and chronic illness among older parents ‘left behind’ in China,2017-06,Maria Evandrou,https://eprints.soton.ac.uk/422835/1/2018_BSG_Presentation1.pptx
High impact assessment practices in Higher Education,2017-07-13,Carol Evans,https://eprints.soton.ac.uk/417144/1/High_Impact_Assessment_Practices_in_Higher_Education.pdf
High impact pedagogies and student engagement in learning,2016-04,Carol Evans,https://eprints.soton.ac.uk/417355/1/High_Impact_Assessment_Practices_in_Higher_Education.pdf
High impact pedagogies and student engagement in learning,2016-02,Carol Evans,https://eprints.soton.ac.uk/417243/1/High_Impact_Assessment_Practices_in_Higher_Education.pdf
High impact pedagogies and student engagement in learning,2016-01,Carol Evans,https://eprints.soton.ac.uk/417142/1/High_Impact_Assessment_Practices_in_Higher_Education.pdf
High impact pedagogies and student engagement in learning,2015-12,Carol Evans,https://eprints.soton.ac.uk/417242/1/High_Impact_Assessment_Practices_in_Higher_Education.pdf
High impact pedagogies and student engagement in learning. Arts and Humanities,2016-03,Carol Evans,https://eprints.soton.ac.uk/417143/1/High_Impact_Assessment_Practices_in_Higher_Education.pdf
Roadcast: an algorithm to forecast this year’s road traffic,2018-01,"Jonny, Rhys Alexander Evans",https://eprints.soton.ac.uk/415631/1/ROADCAST_AN_ALGORITHM_TO_FORECAST_THIS_YEAR_S_ROAD_TRAFFIC.pdf
Hyper-scaling relations in the conformal window from dynamic AdS/QCD,2014-09-22,Nicholas Evans,https://eprints.soton.ac.uk/368053/1/1405.5373.pdf
A linear magnetic reconnection based plasma thruster for spacecraft propulsion,2023-01-24,Christopher N. Everett,https://eprints.soton.ac.uk/474513/1/SciTech_Manuscript_Linear_Reconnection_Thruster.pdf
"Goal Orientated stroke rehabilitation utilising electrical stimulation, iterative learning and Microsoft Kinect",2013-02,Timothy Exell,https://eprints.soton.ac.uk/350060/1/59.pdf
Annular core photonic lantern spatial mode multiplexer,2017-03-19,Zeinab Sanjabi Eznaveh,https://eprints.soton.ac.uk/409623/1/Creol_Annular_core_photonic_lanterns_OAM_mode_multiplexer.pdf
On the hygrothermal behavior of coconuts fiber insulators on green roofs,2020-06-01,Kristian Fabbri,https://eprints.soton.ac.uk/444678/1/Final_Paper_n._1247.doc
"Uncertainty analysis of band gaps for beams with periodically distributed resonators produced by additive
manufacturing",2016-09,A.T. Fabro,https://eprints.soton.ac.uk/400835/1/isma2016_0772.pdf
"Wave propagation and response statistics 
of short fibre composites from experimental estimation 
of material properties",2015-12,A.T. Fabro,https://eprints.soton.ac.uk/385199/1/Fabro_cobem2015.pdf
Wave propagation in slowly varying one-dimensional random waveguides using a finite element approach,2016-01-06,Adriano Fabro,https://eprints.soton.ac.uk/385844/1/__filestore.soton.ac.uk_users_nsf1_mydocuments_WORKING%2520DOCUMENTS_MyDocs_Adriano_Papers_USM-2016-0003_FINAL.pdf
An experimental investigation of the natural frequency statistics of a beam with spatially correlated random masses,2014-06-23,Adriano Fabro,https://eprints.soton.ac.uk/366704/1/__soton.ac.uk_ude_PersonalFiles_Users_nsf1_mydocuments_WORKING%2520DOCUMENTS_MyDocs_Adriano_Presentations_Fabro_UNCERTAINTIES2014_vfinal.pdf
"Passivators, corrosive sulphur and surface chemistry. Tools for the investigation of effective protection",2014-11-18,M Facciotti,https://eprints.soton.ac.uk/372172/1/MF%2520MyTransfo%2520Paper.pdf
XPS study on direct detection of passivator Irgamet 39™ on copper surfaces aged in insulating mineral oil,2013-10-20,M Facciotti,https://eprints.soton.ac.uk/360875/1/SPR_B16_R2613121918580.pdf
SSIMS Molecular Selective Imaging: a new diagnostic tool to investigate metal passivators in scrapped transformers,2015-06-07,M. Facciotti,https://eprints.soton.ac.uk/378092/1/0538-000026.pdf
Towards a semantic modelling for threat analysis of IoT applications: a case study on transactive energy,2019,Nawfal Fadhel,https://eprints.soton.ac.uk/431127/1/Blockit_IET_2019.pdf
Transparent authentication in e-learning,2011-06-29,Nawfal Fadhel,https://eprints.soton.ac.uk/359374/1/Transpaent_Authentication_In_E-Learning.pdf
Transparent authentication in e-learning,2011-06-29,Nawfal Fadhel,https://eprints.soton.ac.uk/359374/2/Transpaent_Authentication_In_E-Learning.pdf
Approaches to maintaining provenance throughout the additive manufacturing process,2013-12-09,Nawfal Fadhel,https://eprints.soton.ac.uk/363676/1/06751022.pdf
"Component for 3D printing provenance framework
security properties components for provenance framework",2014-11,Nawfal F. Fadhel,https://eprints.soton.ac.uk/375406/1/Paper-%2520Provenance%2520framework%2520in%25203D%2520printing.pdf
Can alternative ontologies open new ways for multilevel research?,2010-08,Isam Faik,https://eprints.soton.ac.uk/340669/1/AOM_Meeting_Paper_3.doc
Enhancing the student experience: integrating MOOCs into campus based modules,2017-09,"Nicholas, Sebastian Russell Fair",https://eprints.soton.ac.uk/414288/1/Enhancing_the_Student_Experience_integrating_MOOCs_into_Campus_Based_modules..pdf
Single-nanoparticle detection and spectroscopy in cells using a hyperspectral darkfield imaging technique,2013-02-22,Natasha Fairbairn,https://eprints.soton.ac.uk/350417/1/FairbairnSPIE2013.pdf
Mm-Wave STSK-aided single carrier block transmission for broadband networking,2017-03-31,Talha Faizur Rahman,https://eprints.soton.ac.uk/407688/1/ISCC17_paper.pdf
Laser-induced scattering structures for metrology and distributed sensing,2022-03-04,Przemyslaw Ludwik Falak,https://eprints.soton.ac.uk/468459/1/Proceedings_Invited_.pdf
Low-cost fiber Bragg grating interrogation with a femtosecond laser written scattering chip,2023-03-17,Przemyslaw Ludwik Falak,https://eprints.soton.ac.uk/475567/1/SPIE_PW_2023_PF_manuscript.pdf
Low-cost fiber Bragg grating interrogation with a femtosecond laser written scattering chip,2023-03-17,Przemyslaw Ludwik Falak,https://eprints.soton.ac.uk/475567/2/1240806.pdf
Femtosecond laser written scattering chip for high-resolution low-cost reconstructive spectrometry,2022-03-05,"Przemyslaw, Ludwik Falak",https://eprints.soton.ac.uk/456170/1/Reconstructive_spectrometer.pdf
Femtosecond laser written scattering chip for high-resolution low-cost reconstructive spectrometry,2022-03-05,"Przemyslaw, Ludwik Falak",https://eprints.soton.ac.uk/456170/2/Reconstructive_spectrometer.pdf
Mission performance assessment of multimode propulsion for satellite servicing applications,2022-03-05,Giusy Falcone,https://eprints.soton.ac.uk/474499/1/DARPA_Paper_FinalVersion.pdf
Mission performance assessment of multimode propulsion for satellite servicing applications,2022-03-05,Giusy Falcone,https://eprints.soton.ac.uk/474499/2/Mission_Performance_Assessment_of_Multimode_Propulsion_for_Satellite_Servicing_Applications.pdf
Mission performance assessment of multimode propulsion for satellite servicing applications,2022-03-05,Giusy Falcone,https://eprints.soton.ac.uk/474499/3/indexcodes.txt
Mission performance assessment of multimode propulsion for satellite servicing applications,2022-03-05,Giusy Falcone,https://eprints.soton.ac.uk/474499/4/indexcodes.txt
The demography of living alone in mid-life: a typology of solo-living in the United Kingdom,2012-06-14,Jane Falkingham,https://eprints.soton.ac.uk/340401/1/Falkingham_et_al._-_The_Demography_of_Living_Alone_in_Mid-life.pdf
Unravelling bi-national partnerships: the characteristics of individuals born in the EU living in England &amp; Wales,2016-09-02,Jane C. Falkingham,https://eprints.soton.ac.uk/400364/1/EPC_revised.pptx
Principles and processes for publishing textbooks and alignment with standards: A case in Singapore,2010-07,Lianghuo Fan,https://eprints.soton.ac.uk/168833/1/FLH_article_in_APEC_Thailand_Conference_Volume.pdf
